Borough;City;Neighbourhood;Street;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;orig_street;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Neighbourhood_filled;appartment_floor_no;building_floor_no;price_per_sqm;age;age_mean;age_mode;age_median;age_random;Id
wola;warszawa;mirów;grzybowska;2018-07-02;concrete_plate;block;missing;.;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;urban;52.23578;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-w-samym-centrum-po-remoncie-ID3HflG.html;20.99914;secondary;1;1;0;True;cooperative_ownership;2367;570000.0;PLN;15;.;3;0;0;0;1;1;0;0;48;7;missing;1970;mirów;gt10;15;11875.0;49.0;49.0;49.0;49.0;49.0;54636116
w³ochy;warszawa;stare w³ochy;.;2019-01-01;missing;block;ready_to_use;.;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;gas;52.20148;https://www.otodom.pl/oferta/stare-wlochy-3-pokoje-do-zamieszkania-klimatyzacja-ID3K0UM.html;20.9249;secondary;0;1;0;False;full_ownership;872;705000.0;PLN;15;560.0;3;0;1;1;1;1;0;0;68;11;plastic;2003;stare w³ochy;2;3;10367.64705882353;16.0;16.0;16.0;16.0;16.0;55295616
bia³o³êka;warszawa;tarchomin;strumykowa;.;missing;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.3296983;https://www.otodom.pl/oferta/dwustronne-mieszkanie-na-srumykowej-ID3KObq.html;20.9455248;secondary;1;1;0;True;full_ownership;334;490000.0;PLN;12;550.0;3;0;0;0;0;1;0;0;74;7;plastic;2003;tarchomin;1;3;6621.621621621622;16.0;16.0;16.0;16.0;16.0;55485004
ochota;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;missing;52.20997;https://www.otodom.pl/oferta/widna-kuchnia-3pokoje-51m2-balkon-ID3L5G4.html;20.96727;primary;0;0;0;False;full_ownership;158;416302.0;PLN;6;.;3;0;0;0;1;0;0;0;51;6;missing;2020;ochota;4;8;8162.78431372549;0.0;0.0;0.0;0.0;0.0;55552252
ursynów;warszawa;stary imielin;rybitwy;2018-04-25;brick;apartment;ready_to_use;.;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;urban;52.13785;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-80m2-z-tarasem-o-pow-60m2-ID3D3c0.html;21.02912;secondary;1;1;1;True;full_ownership;3618;869000.0;PLN;15;740.0;3;1;0;1;1;1;0;0;81;3;plastic;2010;stary imielin;3;3;10728.395061728395;9.0;9.0;9.0;9.0;9.0;53636076
mokotów;warszawa;.;.;.;missing;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.176774;https://www.otodom.pl/oferta/mokotow-3-pokoje-55m2-450-tys-zl-ID3KyXm.html;20.99937;primary;1;0;1;False;full_ownership;1121;450000.0;PLN;15;.;3;0;0;1;0;0;0;0;55;15;plastic;2018;mokotów;2;7;8181.818181818182;1.0;1.0;1.0;1.0;1.0;55426472
mokotów;warszawa;s³u¿ewiec;k³obucka;.;missing;block;to_completion;.;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;urban;52.1636329;https://www.otodom.pl/oferta/2-pokoje-ogrod-z-widokiem-na-jeziorko-ID3KIAM.html;20.9922648;secondary;0;0;0;True;missing;274;370000.0;PLN;13;.;2;0;0;0;0;0;0;0;45;13;plastic;2020;s³u¿ewiec;groundfloor;4;8222.222222222223;0.0;0.0;0.0;0.0;0.0;55463512
wawer;warszawa;.;.;.;missing;house;to_completion;.;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;gas;52.16464236506994;https://www.otodom.pl/oferta/kameralne-bezczynszowe-z-ogrodem-ID3KUPy.html;21.215995502929683;primary;0;0;0;False;full_ownership;711;359000.0;PLN;10;.;3;0;0;1;0;0;0;0;60;4;plastic;2019;wawer;groundfloor;1;5983.333333333333;0.0;0.0;0.0;0.0;0.0;55510556
bia³o³êka;warszawa;szamocin;p³ochociñska;.;missing;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;urban;52.3365764;https://www.otodom.pl/oferta/oddane-dwupoziomowe-m5-107m2-dwa-balkony-ID3LnFC.html;21.0293071;primary;1;1;0;True;missing;103;537300.0;PLN;3;.;5;0;0;1;1;1;0;0;107;3;plastic;.;szamocin;3;4;5021.4953271028035;1.0;1.0;1.0;1.0;1.0;55621416
praga po³udnie;warszawa;goc³aw;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.23161;https://www.otodom.pl/oferta/jasne-ogrodek-loggia-tuz-przy-balatonie-ID3ITWK.html;21.08525;secondary;0;0;0;False;full_ownership;568;699000.0;PLN;15;.;3;0;0;0;0;0;0;0;72;15;missing;2016;goc³aw;groundfloor;8;9708.333333333334;3.0;3.0;3.0;3.0;3.0;55030440
praga po³udnie;warszawa;goc³aw;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;missing;52.23;https://www.otodom.pl/oferta/goclaw-mieszkanie-2-pokojowe-ID3IcF2.html;21.08;primary;0;0;0;False;full_ownership;1040;349245.0;PLN;15;320.0;2;0;0;0;0;1;0;0;45;15;wooden;2019;goc³aw;groundfloor;6;7761.0;0.0;0.0;0.0;0.0;0.0;54864112
œródmieœcie;warszawa;œródmieœcie pó³nocne;królewska;.;concrete_plate;missing;to_renovation;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;urban;52.238025;https://www.otodom.pl/oferta/kawalerka-w-centrum-miasta-od-zaraz-ID3Loti.html;21.0075571;secondary;1;1;1;True;cooperative_ownership;160;320000.0;PLN;3;.;1;0;0;0;0;0;0;0;27;2;missing;1970;œródmieœcie pó³nocne;7;11;11851.851851851852;49.0;49.0;49.0;49.0;49.0;55624496
praga po³udnie;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.24168;https://www.otodom.pl/oferta/dwa-pokoje-obok-stadionu-narodowego-bez-prowizji-ID3KhmI.html;21.08406;primary;1;1;1;False;missing;237;457000.0;PLN;15;.;2;0;0;0;0;0;0;0;37;12;missing;2019;praga po³udnie;groundfloor;4;12351.351351351352;0.0;0.0;0.0;0.0;0.0;55358852
wola;warszawa;czyste;.;.;missing;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.2333751;https://www.otodom.pl/oferta/nowoczesna-inwestycja-na-woli-bez-prowizji-ID3KeW6.html;20.9571835;secondary;0;0;0;False;missing;1074;404127.0;PLN;15;.;3;0;0;0;1;0;0;0;49;15;plastic;2018;czyste;4;8;8247.489795918367;1.0;1.0;1.0;1.0;1.0;55349452
praga pó³noc;warszawa;stara praga;wrzesiñska;.;missing;block;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;missing;52.2498591;https://www.otodom.pl/oferta/nieopodal-metra-ID3LqVs.html;21.034932;secondary;0;0;0;True;missing;101;320600.0;PLN;3;.;1;0;0;0;0;0;0;0;28;3;plastic;2020;stara praga;4;7;11450.0;0.0;0.0;0.0;0.0;0.0;55633992
targówek;warszawa;zacisze;woliñska;.;missing;block;missing;.;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;urban;52.2889425;https://www.otodom.pl/oferta/mieszkanie-133-m-warszawa-ID3L9U8.html;21.0849586;secondary;0;0;0;True;full_ownership;140;950000.0;PLN;6;.;4;0;0;1;1;0;0;0;133;6;plastic;2011;zacisze;4;4;7142.857142857143;8.0;8.0;8.0;8.0;8.0;55568500
bia³o³êka;warszawa;kobia³ka;ostródzka;.;brick;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.3257515;https://www.otodom.pl/oferta/gotowe-zielona-okolica-latwy-dojazd-do-metra-ID3LoX6.html;21.0485632;primary;1;1;0;True;full_ownership;146;244000.0;PLN;3;.;2;0;0;1;1;1;0;0;42;3;plastic;2018;kobia³ka;2;3;5809.523809523809;1.0;1.0;1.0;1.0;1.0;55626344
bia³o³êka;warszawa;tarchomin;erazma z zakroczymia;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.3207016;https://www.otodom.pl/oferta/idealne-dla-rodziny-ciche-3-osobne-pokoje-ID3Iov8.html;20.95190048;secondary;0;0;0;True;cooperative_ownership_with_mortgage_register;828;375000.0;PLN;15;.;3;0;0;0;0;0;0;0;63;3;missing;1992;tarchomin;groundfloor;10;5952.380952380952;27.0;27.0;27.0;27.0;27.0;54909688
w³ochy;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.197314419202;https://www.otodom.pl/oferta/sloneczne-mieszkanie-od-poludnia-z-garderoba-ID3Khly.html;20.953362567737;primary;0;0;0;False;missing;330;443265.0;PLN;15;.;3;0;0;0;0;0;0;0;61;12;missing;2019;w³ochy;2;4;7266.639344262295;0.0;0.0;0.0;0.0;0.0;55358780
bemowo;warszawa;.;.;.;missing;block;to_completion;.;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;missing;52.2409067;https://www.otodom.pl/oferta/30-min-do-centrum-warszawy-zamieszkaj-pod-warszawa-ID3INGo.html;20.9113297;primary;0;0;0;False;full_ownership;1789;237256.0;PLN;15;280.0;2;0;0;1;1;1;0;0;42;15;plastic;2018;bemowo;1;3;5648.952380952381;1.0;1.0;1.0;1.0;1.0;55006424
mokotów;warszawa;ksawerów;bukowiñska;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.19832;https://www.otodom.pl/oferta/luksusowy-i-przestronny-apartament-na-mokotowie-ID3JLpe.html;21.01715;primary;0;0;0;True;full_ownership;385;960273.0;PLN;15;.;4;0;0;0;1;1;0;0;93;9;missing;.;ksawerów;6;7;10325.516129032258;1.0;1.0;1.0;1.0;1.0;55236000
bia³o³êka;warszawa;henryków;klasyków;.;missing;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;urban;52.23614;https://www.otodom.pl/oferta/od-dewelopera-kameralne-osiedle-59m2-3-pok-balk-ID3IImo.html;21.00817;primary;1;1;1;True;full_ownership;2238;424200.0;PLN;15;.;3;0;0;0;0;1;0;0;59;15;plastic;2019;henryków;2;3;7189.830508474576;0.0;0.0;0.0;0.0;0.0;54985964
bia³o³êka;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.3415853;https://www.otodom.pl/oferta/bezposrednio-balkon-16m2-gotowe-lokale-ID3LiZ2.html;21.0662461;primary;0;0;0;False;missing;136;253000.0;PLN;4;.;2;0;0;0;0;0;0;0;41;4;missing;2018;bia³o³êka;1;missing;6170.731707317073;1.0;1.0;1.0;1.0;1.0;55603400
bemowo;warszawa;bemowo-lotnisko;so³tana andrzeja;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;urban;52.2548985;https://www.otodom.pl/oferta/mieszkanie-75-m-warszawa-ID3La0A.html;20.9248606;secondary;0;0;0;False;full_ownership;235;548000.0;PLN;6;.;4;0;0;1;1;0;0;0;75;6;plastic;2018;bemowo-lotnisko;3;7;7306.666666666667;1.0;1.0;1.0;1.0;1.0;55568900
targówek;warszawa;targówek mieszkaniowy;witebska;.;breezeblock;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.2687672;https://www.otodom.pl/oferta/idealne-dla-malej-rodziny-na-start-blisko-metra-ID3IJXi.html;21.0459701;secondary;0;0;0;True;full_ownership;570;445000.0;PLN;15;305.0;3;0;1;0;1;0;0;0;53;5;plastic;2018;targówek mieszkaniowy;1;5;8396.22641509434;1.0;1.0;1.0;1.0;1.0;54992096
mokotów;warszawa;s³u¿ewiec;obrze¿na;.;missing;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;urban;52.171856;https://www.otodom.pl/oferta/trzypokojowy-apartament-na-osiedlu-hubertus-ID3JEdi.html;20.9976271;secondary;1;1;0;True;full_ownership;698;820000.0;PLN;15;500.0;3;0;0;0;0;1;0;0;75;3;wooden;2017;s³u¿ewiec;4;5;10933.333333333334;2.0;2.0;2.0;2.0;2.0;55208352
œródmieœcie;warszawa;solec;herberta zbigniewa;.;brick;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;urban;52.2316089;https://www.otodom.pl/oferta/apartament-na-powislu-tuz-przy-parkach-ID3JMa8.html;21.0307229;secondary;1;1;0;False;full_ownership;404;2200000.0;PLN;15;.;4;0;0;0;0;1;0;0;120;10;wooden;2008;solec;6;7;18333.333333333332;11.0;11.0;11.0;11.0;11.0;55238908
¿oliborz;warszawa;marymont-potok;elbl¹ska;.;missing;block;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;missing;52.2611318;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-na-zoliborzu-ID3LnJK.html;20.961683;secondary;0;0;0;True;cooperative_ownership;137;360000.0;PLN;3;350.0;2;0;0;0;0;0;0;0;37;3;plastic;1965;marymont-potok;2;7;9729.72972972973;54.0;54.0;54.0;54.0;54.0;55621672
bia³o³êka;warszawa;nowodwory;odkryta;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;urban;52.3335651;https://www.otodom.pl/oferta/3-pokoje-na-bialolece-ID3J8WG.html;20.9372085;secondary;0;0;0;True;full_ownership;343;385000.0;PLN;15;.;2;0;0;0;0;0;0;0;50;4;missing;2003;nowodwory;5;7;7700.0;16.0;16.0;16.0;16.0;16.0;55088096
wilanów;warszawa;wilanów wysoki;wiktorii wiedeñskiej;2018-07-10;brick;apartment;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;urban;52.1697217;https://www.otodom.pl/oferta/komfortowy-apartament-z-klimatyzacja-na-wilanowie-ID3HVaU.html;21.0737178;secondary;0;0;0;True;missing;249;950000.0;PLN;15;.;4;0;0;0;0;0;0;0;101;15;wooden;1993;wilanów wysoki;2;2;9405.940594059406;26.0;26.0;26.0;26.0;26.0;54800740
mokotów;warszawa;s³u¿ew;rolna;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.23614;https://www.otodom.pl/oferta/mieszkanie-71-42-m-warszawa-ID3JOR2.html;21.00817;primary;0;0;0;True;missing;315;664206.0;PLN;15;.;3;0;0;0;0;0;0;0;71;15;missing;2018;s³u¿ew;4;missing;9355.014084507042;1.0;1.0;1.0;1.0;1.0;55249256
wola;warszawa;.;.;.;other;block;missing;.;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;missing;52.23338;https://www.otodom.pl/oferta/mieszkanie-47-m2-wola-ID3nFo4.html;20.95718;primary;1;1;1;False;full_ownership;7347;399000.0;PLN;15;.;2;0;0;0;0;0;0;0;47;12;missing;2018;wola;gt10;14;8489.36170212766;1.0;1.0;1.0;1.0;1.0;49969648
wola;warszawa;mirów;grzybowska;.;missing;missing;to_completion;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;urban;52.2348826;https://www.otodom.pl/oferta/3-pok-kuchnia-rondo-onz-grzybowska-ID3JnKo.html;20.9918203;secondary;1;1;1;True;full_ownership;730;479000.0;PLN;15;540.0;3;0;0;0;0;0;0;0;48;8;plastic;1976;mirów;4;15;9979.166666666666;43.0;43.0;43.0;43.0;43.0;55145056
praga pó³noc;warszawa;nowa praga;stalowa;.;missing;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.2610724;https://www.otodom.pl/oferta/nowoczesna-kawalerka-31m2-praga-pln-ID3KOEU.html;21.0431214;primary;1;1;0;True;full_ownership;196;349500.0;PLN;12;.;1;0;0;1;1;1;0;0;31;11;plastic;.;nowa praga;3;7;11274.193548387097;1.0;1.0;1.0;1.0;1.0;55486832
ursynów;warszawa;.;.;.;missing;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.13323;https://www.otodom.pl/oferta/nowy-apartament-ursynow-metro-garaz-balkon-ID3ITwu.html;21.03252;secondary;1;1;1;False;full_ownership;478;1099000.0;PLN;15;730.0;4;0;0;0;0;1;0;0;80;15;plastic;2017;ursynów;2;5;13737.5;2.0;2.0;2.0;2.0;2.0;55028812
bemowo;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.24091;https://www.otodom.pl/oferta/mieszkanie-64-70-m-warszawa-ID3KG8E.html;20.91133;secondary;0;0;0;False;missing;270;470000.0;PLN;14;.;3;0;0;0;0;0;0;0;65;13;missing;.;bemowo;groundfloor;3;7230.7692307692305;.;14.104166666666666;18.0;2.0;0.0;55454080
œródmieœcie;warszawa;muranów;niska;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;missing;52.2510098;https://www.otodom.pl/oferta/mieszkanie-37-m-warszawa-ID3Kg6Q.html;20.9873613;secondary;0;0;0;True;missing;402;560000.0;PLN;15;.;2;0;0;0;0;0;0;0;37;15;missing;2018;muranów;1;missing;15135.135135135135;1.0;1.0;1.0;1.0;1.0;55354024
wilanów;warszawa;wilanów królewski;sarmacka;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;missing;52.16602;https://www.otodom.pl/oferta/apartament-4-pokoje-na-90m2-ID3IxoQ.html;21.07407;secondary;0;0;0;True;missing;952;990000.0;PLN;15;.;4;0;0;0;0;0;0;0;90;1;missing;.;wilanów królewski;3;4;11000.0;.;7.155172413793103;17.0;6.0;9.0;54943832
bia³o³êka;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;missing;52.303412548348;https://www.otodom.pl/oferta/mieszkanie-86-17-m-warszawa-ID3HVdu.html;20.991643642358;primary;0;0;0;False;missing;291;546600.0;PLN;15;.;4;0;0;0;0;0;0;0;86;2;missing;2019;bia³o³êka;groundfloor;5;6355.813953488372;0.0;0.0;0.0;0.0;0.0;54800900
targówek;warszawa;bródno;kondratowicza ludwika;.;concrete_plate;block;missing;.;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;urban;52.2921122;https://www.otodom.pl/oferta/po-remoncie-planowana-stacja-metra-ID3JwD6.html;21.0477683;secondary;0;0;0;False;cooperative_ownership;432;540000.0;PLN;15;750.0;3;0;0;0;1;0;0;0;84;5;plastic;1981;bródno;6;12;6428.571428571428;38.0;38.0;38.0;38.0;38.0;55175356
mokotów;warszawa;.;.;.;brick;apartment;ready_to_use;.;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0;1;missing;52.19832;https://www.otodom.pl/oferta/luksusowe-apartament-na-stegnach-255-mkw-ID3JWNe.html;21.01715;secondary;1;1;1;False;full_ownership;404;3000000.0;PLN;15;.;5;1;0;1;1;1;0;0;255;15;wooden;1998;mokotów;1;4;11764.70588235294;21.0;21.0;21.0;21.0;21.0;55275928
ursynów;warszawa;kabaty;.;2018-09-03;brick;apartment;ready_to_use;.;1;1;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;urban;52.13;https://www.otodom.pl/oferta/sprzedam-bezposrednio-66-m-przy-metrze-kabaty-ID3L0sc.html;21.08;secondary;1;1;1;False;cooperative_ownership_with_mortgage_register;878;690000.0;PLN;8;670.0;3;0;1;1;1;1;0;0;66;2;missing;.;kabaty;5;5;10454.545454545454;.;11.54054054054054;8.0;11.0;11.0;55532172
ursynów;warszawa;ursynów pó³nocny;cybisa jana;.;concrete_plate;missing;ready_to_use;.;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;missing;52.1532501;https://www.otodom.pl/oferta/3-pokojowe-na-ursynowie-grunt-uregulowany-ID3LqLC.html;21.0222178;secondary;0;0;0;False;cooperative_ownership_with_mortgage_register;156;470000.0;PLN;3;500.0;3;0;0;0;0;0;0;0;53;2;missing;1974;ursynów pó³nocny;3;4;8867.924528301886;45.0;45.0;45.0;45.0;45.0;55633320
wola;warszawa;ko³o;elekcyjna;.;missing;block;missing;.;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;urban;52.2339108;https://www.otodom.pl/oferta/osmioletnie-mieszkanie-przy-parku-moczydlo-ID3Lpqo.html;20.9482198;secondary;0;0;0;True;missing;110;559000.0;PLN;3;.;2;0;0;1;1;1;0;0;56;3;plastic;2009;ko³o;5;8;9982.142857142857;10.0;10.0;10.0;10.0;10.0;55628160
¿oliborz;warszawa;sady ¿oliborskie;k³opot;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.25768188;https://www.otodom.pl/oferta/m1-przy-arkadii-blisko-metra-ID3Lh4U.html;20.9801264;primary;1;1;0;True;full_ownership;165;329000.0;PLN;5;.;1;0;0;0;0;0;0;0;25;5;wooden;2019;sady ¿oliborskie;6;11;13160.0;0.0;0.0;0.0;0.0;0.0;55596076
wilanów;warszawa;wilanów królewski;sarmacka;.;brick;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.1656124;https://www.otodom.pl/oferta/dwupokojowy-apartament-w-wilanowie-ID3L6AM.html;21.0767362;secondary;1;1;0;True;full_ownership;229;750000.0;PLN;6;.;2;0;0;0;0;1;0;0;78;4;wooden;2006;wilanów królewski;2;3;9615.384615384615;13.0;13.0;13.0;13.0;13.0;55555768
œródmieœcie;warszawa;powiœle;szara;.;brick;tenement;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;missing;52.227303;https://www.otodom.pl/oferta/mieszkanie-76-41-m-warszawa-ID3J3mc.html;21.0339;secondary;0;0;0;True;cooperative_ownership;593;1100000.0;PLN;15;850.0;3;0;0;0;0;0;0;0;76;12;plastic;.;powiœle;1;4;14473.684210526315;.;83.6788990825688;18.0;81.0;67.0;55066676
ochota;warszawa;.;.;.;brick;block;missing;.;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;urban;52.2103359;https://www.otodom.pl/oferta/mieszkanie-60-m-warszawa-ID3Jo0k.html;20.9712206;secondary;1;1;1;False;full_ownership;389;579990.0;PLN;15;560.0;2;0;1;0;1;0;0;0;60;3;plastic;.;ochota;groundfloor;4;9666.5;.;37.92857142857143;5.0;37.0;17.0;55146044
ursynów;warszawa;wyczó³ki;k³obucka;.;other;apartment;to_completion;.;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;urban;52.167999847412;https://www.otodom.pl/oferta/wyjatkowa-kawalerka-na-ursynowie-ID3K2ty.html;20.997999771118;secondary;0;1;0;True;missing;486;320000.0;PLN;15;.;1;0;0;0;0;0;0;0;34;4;missing;.;wyczó³ki;groundfloor;5;9411.764705882353;.;3.5;11.0;1.0;21.0;55301616
wola;warszawa;mirów;sienna;.;missing;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.23059;https://www.otodom.pl/oferta/mieszkanie-w-centrum-miasta-na-sprzedaz-ID3GV1y.html;20.99511;secondary;1;1;0;True;missing;1146;800028.0;PLN;15;.;3;0;0;1;1;1;0;0;64;15;missing;.;mirów;2;5;12500.4375;.;4.065217391304348;74.0;1.0;6.0;54561832
ochota;warszawa;.;.;.;other;apartment;to_completion;.;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;missing;52.2021313;https://www.otodom.pl/oferta/apartament-z-tarasem-19m2-i-ogrodkiem-28m2-ID3LeTi.html;20.9554848;primary;0;0;0;False;missing;121;1020895.0;PLN;5;.;4;0;1;1;1;1;0;0;109;5;missing;.;ochota;groundfloor;4;9366.009174311926;1.0;1.0;1.0;1.0;1.0;55587668
bemowo;warszawa;chrzanów;batalionów ch³opskich;.;missing;block;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.232043;https://www.otodom.pl/oferta/nowe-przytulne-3-pokojowe-mieszkanie-56-m2-ID3L4a0.html;20.8846794;primary;1;1;0;True;full_ownership;143;461000.0;PLN;7;.;3;0;0;1;1;1;0;0;56;6;plastic;.;chrzanów;5;5;8232.142857142857;1.0;1.0;1.0;1.0;1.0;55546420
œródmieœcie;warszawa;.;.;2018-09-09;brick;tenement;to_completion;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;urban;52.23313;https://www.otodom.pl/oferta/prestizowe-mieszkanie-na-krakowskim-przedmiesciu-ID3Lb20.html;21.019;secondary;0;0;0;False;full_ownership;160;1899000.0;PLN;6;.;3;0;0;0;0;0;0;0;98;1;wooden;.;œródmieœcie;2;3;19377.551020408162;.;83.6788990825688;18.0;81.0;82.0;55572832
bia³o³êka;warszawa;nowodwory;strumykowa;2018-08-31;brick;block;ready_to_use;.;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;1;0;boiler_room;52.333811619915394;https://www.otodom.pl/oferta/bezposrednio-90-m2-warszawa-bialololeka-ID3IEtS.html;20.94680319580078;secondary;1;1;1;True;full_ownership;1754;576000.0;PLN;15;550.0;4;0;1;0;1;1;0;0;90;2;plastic;2000;nowodwory;3;4;6400.0;19.0;19.0;19.0;19.0;19.0;54971052
w³ochy;warszawa;stare w³ochy;drukarzy;2018-08-31;missing;apartment;ready_to_use;.;1;1;1;1;1;1;0;0;0;1;1;0;1;0;0;1;0;0;boiler_room;52.20148;https://www.otodom.pl/oferta/apartament-stare-wlochy-ID3JTPS.html;20.9249;secondary;1;1;0;True;full_ownership;884;1120000.0;PLN;15;900.0;3;0;0;1;1;0;0;0;112;13;plastic;2009;stare w³ochy;3;3;10000.0;10.0;10.0;10.0;10.0;10.0;55268404
œródmieœcie;warszawa;œródmieœcie pó³nocne;marsza³kowska;2018-05-24;brick;block;ready_to_use;.;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;urban;52.23194;https://www.otodom.pl/oferta/marszalkowska-85-lub-zamienie-ID3kRJu.html;21.01111;secondary;1;1;1;True;full_ownership;1952;660000.0;PLN;15;366.0;3;0;1;1;0;0;1;0;55;5;plastic;1956;œródmieœcie pó³nocne;3;7;12000.0;63.0;63.0;63.0;63.0;63.0;49302120
praga po³udnie;warszawa;goc³aw;wiatraczna;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.2453919;https://www.otodom.pl/oferta/apartament-na-nowoczesnym-kameralnym-osiedlu-ID3LoK4.html;21.0845187;primary;0;0;0;True;missing;105;326089.0;PLN;3;.;2;0;0;0;1;1;0;0;42;2;missing;.;goc³aw;2;5;7764.023809523809;1.0;1.0;1.0;1.0;1.0;55625536
