available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Borough;City;Neighbourhood;Street;orig_street;Id
.;.;.;.;praga-po³udnie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 4);.;52.24168;https://www.otodom.pl/oferta/dwa-pokoje-obok-stadionu-narodowego-bez-prowizji-ID3KhmI.html;21.08406;primary;1;1;1;.;237;457000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;36.8;29.08.2018;.;2019;praga po³udnie;warszawa;.;.;False;55358852
.;.;apartment;.;czyste;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4 (z 8);.;52.2333751;https://www.otodom.pl/oferta/nowoczesna-inwestycja-na-woli-bez-prowizji-ID3KeW6.html;20.9571835;secondary;0;0;0;.;1074;404127;PLN;ponad 14 dni temu;.;3;0;0;0;1;0;0;0;48.69;ponad 14 dni temu;plastic;2018;wola;warszawa;czyste;.;False;55349452
.;.;block;.;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4 (z 7);.;52.2498591;https://www.otodom.pl/oferta/nieopodal-metra-ID3LqVs.html;21.034932;secondary;0;0;0;.;101;320600;PLN;07.09.2018;.;1;0;0;0;0;0;0;0;27.71;07.09.2018;plastic;2020;praga pó³noc;warszawa;stara praga;wrzesiñska;True;55633992
.;.;block;.;targówek;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;4 (z 4);urban;52.2889425;https://www.otodom.pl/oferta/mieszkanie-133-m-warszawa-ID3L9U8.html;21.0849586;secondary;0;0;0;full_ownership;140;950000;PLN;04.09.2018;.;4;0;0;1;1;0;0;0;133;04.09.2018;plastic;2011;targówek;warszawa;zacisze;woliñska;True;55568500
.;brick;block;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 3);.;52.3257515;https://www.otodom.pl/oferta/gotowe-zielona-okolica-latwy-dojazd-do-metra-ID3LoX6.html;21.0485632;primary;1;1;0;full_ownership;146;244000;PLN;07.09.2018;.;2;0;0;1;1;1;0;0;42.5;07.09.2018;plastic;2018;bia³o³êka;warszawa;kobia³ka;ostródzka;True;55626344
.;.;.;.;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 10);.;52.3207016;https://www.otodom.pl/oferta/idealne-dla-rodziny-ciche-3-osobne-pokoje-ID3Iov8.html;20.95190048;secondary;0;0;0;cooperative_ownership_with_mortgage_register;828;375000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;63;07.09.2018;.;1992;bia³o³êka;warszawa;tarchomin;erazma z zakroczymia;True;54909688
.;.;.;.;w³ochy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 4);.;52.197314419202;https://www.otodom.pl/oferta/sloneczne-mieszkanie-od-poludnia-z-garderoba-ID3Khly.html;20.953362567737;primary;0;0;0;.;330;443265;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;61.14;29.08.2018;.;2019;w³ochy;warszawa;.;.;False;55358780
.;.;block;to_completion;bemowo;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1 (z 3);.;52.2409067;https://www.otodom.pl/oferta/30-min-do-centrum-warszawy-zamieszkaj-pod-warszawa-ID3INGo.html;20.9113297;primary;0;0;0;full_ownership;1789;237256;PLN;ponad 14 dni temu;280 z³;2;0;0;1;1;1;0;0;42.07;ponad 14 dni temu;plastic;2018;bemowo;warszawa;.;.;False;55006424
.;.;apartment;to_completion;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;6 (z 7);.;52.19832;https://www.otodom.pl/oferta/luksusowy-i-przestronny-apartament-na-mokotowie-ID3JLpe.html;21.01715;primary;0;0;0;full_ownership;385;960273;PLN;ponad 14 dni temu;.;4;0;0;0;1;1;0;0;93.14;01.09.2018;.;.;mokotów;warszawa;ksawerów;bukowiñska;True;55236000
.;breezeblock;block;ready_to_use;targówek;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;3 (z 3);urban;52.23614;https://www.otodom.pl/oferta/atrakcyjne-trzy-pokojowe-mieszkanie-na-zaciszu-ID3BtIA.html;21.00817;secondary;0;0;0;full_ownership;1505;420000;PLN;ponad 14 dni temu;320 z³;3;0;0;0;0;1;0;0;58.26;27.08.2018;plastic;2005;targówek;warszawa;zacisze;lewinowska;True;53261384
.;.;block;to_completion;henryków;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2 (z 3);urban;52.23614;https://www.otodom.pl/oferta/od-dewelopera-kameralne-osiedle-59m2-3-pok-balk-ID3IImo.html;21.00817;primary;1;1;1;full_ownership;2238;424200;PLN;ponad 14 dni temu;.;3;0;0;0;0;1;0;0;58.82;ponad 14 dni temu;plastic;2019;bia³o³êka;warszawa;henryków;klasyków;True;54985964
.;.;.;.;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;.;52.3415853;https://www.otodom.pl/oferta/bezposrednio-balkon-16m2-gotowe-lokale-ID3LiZ2.html;21.0662461;primary;0;0;0;.;136;253000;PLN;06.09.2018;.;2;0;0;0;0;0;0;0;41;06.09.2018;.;2018;bia³o³êka;warszawa;.;.;False;55603400
.;.;apartment;to_completion;bemowo;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;3 (z 7);urban;52.2548985;https://www.otodom.pl/oferta/mieszkanie-75-m-warszawa-ID3La0A.html;20.9248606;secondary;0;0;0;full_ownership;235;548000;PLN;04.09.2018;.;4;0;0;1;1;0;0;0;75;04.09.2018;plastic;2018;bemowo;warszawa;bemowo-lotnisko;so³tana andrzeja;False;55568900
.;breezeblock;block;to_completion;targówek;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 5);.;52.2687672;https://www.otodom.pl/oferta/idealne-dla-malej-rodziny-na-start-blisko-metra-ID3IJXi.html;21.0459701;secondary;0;0;0;full_ownership;570;445000;PLN;ponad 14 dni temu;305 z³;3;0;1;0;1;0;0;0;53;05.09.2018;plastic;2018;targówek;warszawa;targówek mieszkaniowy;witebska;True;54992096
.;concrete_plate;block;ready_to_use;sielce;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;4 (z 4);urban;52.197998626709;https://www.otodom.pl/oferta/dwustronne-mieszkanie-na-mokotowie-dolnym-ID3IZQQ.html;21.05799923706;secondary;0;0;0;.;2091;399000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;49.7;03.09.2018;.;1976;mokotów;warszawa;sielce;korczyñska;True;55053200
.;.;apartment;ready_to_use;s³u¿ewiec;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;4 (z 5);urban;52.171856;https://www.otodom.pl/oferta/trzypokojowy-apartament-na-osiedlu-hubertus-ID3JEdi.html;20.9976271;secondary;1;1;0;full_ownership;698;820000;PLN;ponad 14 dni temu;500 z³;3;0;0;0;0;1;0;0;75.32;07.09.2018;wooden;2017;mokotów;warszawa;s³u¿ewiec;obrze¿na;True;55208352
.;brick;apartment;ready_to_use;œródmieœcie;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;6 (z 7);urban;52.2316089;https://www.otodom.pl/oferta/apartament-na-powislu-tuz-przy-parkach-ID3JMa8.html;21.0307229;secondary;1;1;0;full_ownership;404;2200000;PLN;ponad 14 dni temu;.;4;0;0;0;0;1;0;0;120;31.08.2018;wooden;2008;œródmieœcie;warszawa;solec;herberta zbigniewa;False;55238908
.;.;block;.;¿oliborz;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;2 (z 7);.;52.2611318;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-na-zoliborzu-ID3LnJK.html;20.961683;secondary;0;0;0;cooperative_ownership;137;360000;PLN;07.09.2018;350 z³;2;0;0;0;0;0;0;0;36.7;07.09.2018;plastic;1965;¿oliborz;warszawa;marymont-potok;elbl¹ska;True;55621672
.;brick;block;ready_to_use;bia³o³êka;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;5 (z 7);urban;52.3335651;https://www.otodom.pl/oferta/3-pokoje-na-bialolece-ID3J8WG.html;20.9372085;secondary;0;0;0;full_ownership;343;385000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;50.3;06.09.2018;.;2003;bia³o³êka;warszawa;nowodwory;odkryta;True;55088096
10 Lipca 2018;brick;apartment;.;wilanów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2 (z 2);urban;52.1697217;https://www.otodom.pl/oferta/komfortowy-apartament-z-klimatyzacja-na-wilanowie-ID3HVaU.html;21.0737178;secondary;0;0;0;.;249;950000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;101.25;ponad 14 dni temu;wooden;1993;wilanów;warszawa;wilanów wysoki;wiktorii wiedeñskiej;True;54800740
.;brick;block;.;w³ochy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 3);.;52.19;https://www.otodom.pl/oferta/mieszkanie-38-m-warszawa-ID3KLiA.html;20.96;secondary;0;0;0;.;312;320000;PLN;29.08.2018;.;2;0;0;0;0;0;0;0;38;06.09.2018;.;1955;w³ochy;warszawa;okêcie;saba³y;True;55473916
.;.;.;.;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4;.;52.23614;https://www.otodom.pl/oferta/mieszkanie-71-42-m-warszawa-ID3JOR2.html;21.00817;primary;0;0;0;.;315;664206;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;71.42;ponad 14 dni temu;.;2018;mokotów;warszawa;s³u¿ew;rolna;True;55249256
.;other;block;.;wola;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;> 10 (z 14);.;52.23338;https://www.otodom.pl/oferta/mieszkanie-47-m2-wola-ID3nFo4.html;20.95718;primary;1;1;1;full_ownership;7347;399000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;47;29.08.2018;.;2018;wola;warszawa;.;.;False;49969648
.;.;.;to_completion;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4 (z 15);urban;52.2348826;https://www.otodom.pl/oferta/3-pok-kuchnia-rondo-onz-grzybowska-ID3JnKo.html;20.9918203;secondary;1;1;1;full_ownership;730;479000;PLN;ponad 14 dni temu;540 z³;3;0;0;0;0;0;0;0;48;02.09.2018;plastic;1976;wola;warszawa;mirów;grzybowska;True;55145056
.;.;block;to_completion;praga-pó³noc;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 7);urban;52.2610724;https://www.otodom.pl/oferta/nowoczesna-kawalerka-31m2-praga-pln-ID3KOEU.html;21.0431214;primary;1;1;0;full_ownership;196;349500;PLN;29.08.2018;.;1;0;0;1;1;1;0;0;31.27;30.08.2018;plastic;.;praga pó³noc;warszawa;nowa praga;stalowa;True;55486832
.;.;apartment;ready_to_use;ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 5);.;52.13323;https://www.otodom.pl/oferta/nowy-apartament-ursynow-metro-garaz-balkon-ID3ITwu.html;21.03252;secondary;1;1;1;full_ownership;478;1099000;PLN;ponad 14 dni temu;730 z³;4;0;0;0;0;1;0;0;79.51;ponad 14 dni temu;plastic;2017;ursynów;warszawa;.;.;False;55028812
31 Lipca 2018;brick;apartment;.;w³ochy;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2 (z 4);gas;52.19758;https://www.otodom.pl/oferta/przestronne-i-zadbane-mieszkanie-3-pokojowe-ID3IToY.html;20.92897;secondary;1;1;1;full_ownership;358;790000;PLN;ponad 14 dni temu;.;3;0;1;1;1;1;0;0;80;ponad 14 dni temu;.;2010;w³ochy;warszawa;stare w³ochy;aleje jerozolimskie;True;55028408
.;.;.;.;bemowo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 3);.;52.24091;https://www.otodom.pl/oferta/mieszkanie-64-70-m-warszawa-ID3KG8E.html;20.91133;secondary;0;0;0;.;270;470000;PLN;27.08.2018;.;3;0;0;0;0;0;0;0;64.7;28.08.2018;.;.;bemowo;warszawa;.;.;False;55454080
.;.;.;.;œródmieœcie;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;.;52.2510098;https://www.otodom.pl/oferta/mieszkanie-37-m-warszawa-ID3Kg6Q.html;20.9873613;secondary;0;0;0;.;402;560000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;37;ponad 14 dni temu;.;2018;œródmieœcie;warszawa;muranów;niska;True;55354024
.;other;apartment;to_completion;ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 4);urban;52.1635812;https://www.otodom.pl/oferta/blisko-do-galerii-mokotow-ID3KENO.html;20.9922671;primary;0;0;0;full_ownership;237;545000;PLN;27.08.2018;.;3;0;0;0;1;1;0;0;74.48;28.08.2018;.;.;mokotów;warszawa;s³u¿ewiec;k³obucka;True;55448944
.;.;.;.;wilanów;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3 (z 4);.;52.16602;https://www.otodom.pl/oferta/apartament-4-pokoje-na-90m2-ID3IxoQ.html;21.07407;secondary;0;0;0;.;952;990000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;90;09.09.2018;.;.;wilanów;warszawa;wilanów królewski;sarmacka;True;54943832
.;.;.;.;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;parter (z 5);.;52.303412548348;https://www.otodom.pl/oferta/mieszkanie-86-17-m-warszawa-ID3HVdu.html;20.991643642358;primary;0;0;0;.;291;546600;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;86.17;08.09.2018;.;2019;bia³o³êka;warszawa;.;.;False;54800900
.;concrete_plate;block;.;targówek;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;6 (z 12);urban;52.2921122;https://www.otodom.pl/oferta/po-remoncie-planowana-stacja-metra-ID3JwD6.html;21.0477683;secondary;0;0;0;cooperative_ownership;432;540000;PLN;ponad 14 dni temu;750 z³;3;0;0;0;1;0;0;0;84;05.09.2018;plastic;1981;targówek;warszawa;bródno;kondratowicza ludwika;False;55175356
.;brick;apartment;ready_to_use;mokotów;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1 (z 4);.;52.19832;https://www.otodom.pl/oferta/luksusowe-apartament-na-stegnach-255-mkw-ID3JWNe.html;21.01715;secondary;1;1;1;full_ownership;404;3000000;PLN;ponad 14 dni temu;.;5;1;0;1;1;1;0;0;255;ponad 14 dni temu;wooden;1998;mokotów;warszawa;.;.;False;55275928
3 Wrzeœnia 2018;brick;apartment;ready_to_use;kabaty;1;1;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;5 (z 5);urban;52.13;https://www.otodom.pl/oferta/sprzedam-bezposrednio-66-m-przy-metrze-kabaty-ID3L0sc.html;21.08;secondary;1;1;1;cooperative_ownership_with_mortgage_register;878;690000;PLN;02.09.2018;670 z³;3;0;1;1;1;1;0;0;66;08.09.2018;.;.;ursynów;warszawa;kabaty;.;False;55532172
.;concrete_plate;.;ready_to_use;ursynów;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3 (z 4);.;52.1532501;https://www.otodom.pl/oferta/3-pokojowe-na-ursynowie-grunt-uregulowany-ID3LqLC.html;21.0222178;secondary;0;0;0;cooperative_ownership_with_mortgage_register;156;470000;PLN;07.09.2018;500 z³;3;0;0;0;0;0;0;0;53;08.09.2018;.;1974;ursynów;warszawa;ursynów pó³nocny;cybisa jana;False;55633320
.;brick;apartment;ready_to_use;ulrychów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;6 (z 8);urban;52.2297254;https://www.otodom.pl/oferta/wola-luksusowy-apartament-w-otulinie-parku-ID3KBev.html;20.9521571;secondary;1;1;0;full_ownership;363;1260000;PLN;ponad 14 dni temu;965 z³;2;0;0;0;0;1;0;0;85;ponad 14 dni temu;.;2014;wola;warszawa;ulrychów;wolska;True;55435224
.;.;block;.;wola;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;5 (z 8);urban;52.2339108;https://www.otodom.pl/oferta/osmioletnie-mieszkanie-przy-parku-moczydlo-ID3Lpqo.html;20.9482198;secondary;0;0;0;.;110;559000;PLN;07.09.2018;.;2;0;0;1;1;1;0;0;56;07.09.2018;plastic;2009;wola;warszawa;ko³o;elekcyjna;True;55628160
.;.;apartment;to_completion;œródmieœcie;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;6 (z 11);urban;52.25768188;https://www.otodom.pl/oferta/m1-przy-arkadii-blisko-metra-ID3Lh4U.html;20.9801264;primary;1;1;0;full_ownership;165;329000;PLN;05.09.2018;.;1;0;0;0;0;0;0;0;24.86;05.09.2018;wooden;2019;¿oliborz;warszawa;sady ¿oliborskie;k³opot;True;55596076
.;brick;apartment;ready_to_use;wilanów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 3);.;52.1656124;https://www.otodom.pl/oferta/dwupokojowy-apartament-w-wilanowie-ID3L6AM.html;21.0767362;secondary;1;1;0;full_ownership;229;750000;PLN;04.09.2018;.;2;0;0;0;0;1;0;0;77.5;06.09.2018;wooden;2006;wilanów;warszawa;wilanów królewski;sarmacka;True;55555768
.;brick;tenement;.;powiœle;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1 (z 4);.;52.227303;https://www.otodom.pl/oferta/mieszkanie-76-41-m-warszawa-ID3J3mc.html;21.0339;secondary;0;0;0;cooperative_ownership;593;1100000;PLN;ponad 14 dni temu;850 z³;3;0;0;0;0;0;0;0;76.41;29.08.2018;plastic;.;œródmieœcie;warszawa;powiœle;szara;True;55066676
.;brick;tenement;ready_to_use;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 (z 4);.;52.2518636;https://www.otodom.pl/oferta/mieszkanie-65-m-warszawa-ID3KilS.html;21.0056907;secondary;0;1;1;full_ownership;319;760000;PLN;ponad 14 dni temu;570 z³;3;0;0;0;0;0;0;0;65;08.09.2018;.;1956;œródmieœcie;warszawa;nowe miasto;ciasna;True;55362644
.;brick;block;.;ochota;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;parter (z 4);urban;52.2103359;https://www.otodom.pl/oferta/mieszkanie-60-m-warszawa-ID3Jo0k.html;20.9712206;secondary;1;1;1;full_ownership;389;579990;PLN;ponad 14 dni temu;560 z³;2;0;1;0;1;0;0;0;60;07.09.2018;plastic;.;ochota;warszawa;.;.;False;55146044
.;brick;tenement;.;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 (z 6);.;52.24;https://www.otodom.pl/oferta/mieszkanie-44-61-m-warszawa-ID3KEXm.html;21.01;secondary;0;0;0;.;264;720000;PLN;27.08.2018;.;2;0;0;0;0;0;0;0;44.61;31.08.2018;.;1956;œródmieœcie;warszawa;œródmieœcie pó³nocne;marsza³kowska;True;55449536
.;other;apartment;to_completion;wyczó³ki;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;parter (z 5);urban;52.167999847412;https://www.otodom.pl/oferta/wyjatkowa-kawalerka-na-ursynowie-ID3K2ty.html;20.997999771118;secondary;0;1;0;.;486;320000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;33.91;06.09.2018;.;.;ursynów;warszawa;wyczó³ki;k³obucka;True;55301616
.;.;apartment;.;mirów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 5);urban;52.23059;https://www.otodom.pl/oferta/mieszkanie-w-centrum-miasta-na-sprzedaz-ID3GV1y.html;20.99511;secondary;1;1;0;.;1146;800028;PLN;ponad 14 dni temu;.;3;0;0;1;1;1;0;0;63.9;ponad 14 dni temu;.;.;wola;warszawa;mirów;sienna;True;54561832
.;other;apartment;to_completion;ochota;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;parter (z 4);.;52.2021313;https://www.otodom.pl/oferta/apartament-z-tarasem-19m2-i-ogrodkiem-28m2-ID3LeTi.html;20.9554848;primary;0;0;0;.;121;1020895;PLN;05.09.2018;.;4;0;1;1;1;1;0;0;109;05.09.2018;.;.;ochota;warszawa;.;.;False;55587668
.;.;block;.;bemowo;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 5);urban;52.232043;https://www.otodom.pl/oferta/nowe-przytulne-3-pokojowe-mieszkanie-56-m2-ID3L4a0.html;20.8846794;primary;1;1;0;full_ownership;143;461000;PLN;03.09.2018;.;3;0;0;1;1;1;0;0;56.31;04.09.2018;plastic;.;bemowo;warszawa;chrzanów;batalionów ch³opskich;True;55546420
9 Wrzeœnia 2018;brick;tenement;to_completion;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 3);urban;52.23313;https://www.otodom.pl/oferta/prestizowe-mieszkanie-na-krakowskim-przedmiesciu-ID3Lb20.html;21.019;secondary;0;0;0;full_ownership;160;1899000;PLN;04.09.2018;.;3;0;0;0;0;0;0;0;98;09.09.2018;wooden;.;œródmieœcie;warszawa;.;.;False;55572832
31 Sierpnia 2018;brick;block;ready_to_use;nowodwory;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;1;0;3 (z 4);boiler_room;52.333811619915394;https://www.otodom.pl/oferta/bezposrednio-90-m2-warszawa-bialololeka-ID3IEtS.html;20.94680319580078;secondary;1;1;1;full_ownership;1754;576000;PLN;ponad 14 dni temu;550 z³;4;0;1;0;1;1;0;0;90;08.09.2018;plastic;2000;bia³o³êka;warszawa;nowodwory;strumykowa;True;54971052
31 Sierpnia 2018;.;apartment;ready_to_use;stare w³ochy;1;1;1;1;1;1;0;0;0;1;1;0;1;0;0;1;0;0;3 (z 3);boiler_room;52.20148;https://www.otodom.pl/oferta/apartament-stare-wlochy-ID3JTPS.html;20.9249;secondary;1;1;0;full_ownership;884;1120000;PLN;ponad 14 dni temu;900 z³;3;0;0;1;1;0;0;0;112;28.08.2018;plastic;2009;w³ochy;warszawa;stare w³ochy;drukarzy;True;55268404
24 Maja 2018;brick;block;ready_to_use;centrum;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;3 (z 7);urban;52.23194;https://www.otodom.pl/oferta/marszalkowska-85-lub-zamienie-ID3kRJu.html;21.01111;secondary;1;1;1;full_ownership;1952;660000;PLN;ponad 14 dni temu;366 z³;3;0;1;1;0;0;1;0;55;05.09.2018;plastic;1956;œródmieœcie;warszawa;œródmieœcie pó³nocne;marsza³kowska;True;49302120
.;.;apartment;to_completion;praga-po³udnie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 5);.;52.2453919;https://www.otodom.pl/oferta/apartament-na-nowoczesnym-kameralnym-osiedlu-ID3LoK4.html;21.0845187;primary;0;0;0;.;105;326089;PLN;07.09.2018;.;2;0;0;0;1;1;0;0;41.54;08.09.2018;.;.;praga po³udnie;warszawa;goc³aw;wiatraczna;True;55625536
.;other;apartment;to_completion;powiœle;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;3 (z 11);.;52.2301846;https://www.otodom.pl/oferta/apartament-na-prestizowym-powislu-ID3LhEQ.html;21.0414263;primary;0;0;0;.;112;1334040;PLN;06.09.2018;.;4;0;1;1;1;1;0;0;111.17;06.09.2018;.;2016;œródmieœcie;warszawa;solec;.;False;55598304
.;.;apartment;.;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 8);.;52.19821;https://www.otodom.pl/oferta/eleganckie-trzypokojowe-mieszkanie-z-balkonem-ID3JySU.html;21.04633;secondary;0;0;0;full_ownership;470;750000;PLN;ponad 14 dni temu;430 z³;3;0;0;0;0;0;0;0;66;05.09.2018;plastic;2004;mokotów;warszawa;sielce;bobrowiecka;True;55187868
.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2 (z 3);urban;52.2452228;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-praga-poludnie-ID3JJD2.html;21.1093196;secondary;1;1;0;full_ownership;549;440000;PLN;ponad 14 dni temu;350 z³;2;0;0;0;0;0;0;0;48;09.09.2018;plastic;1952;praga po³udnie;warszawa;grochów;stanis³awa ¿ó³kiewskiego;True;55229168
.;brick;.;.;królikarnia;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4 (z 10);urban;52.18554;https://www.otodom.pl/oferta/apartament-przy-ul-wielickiej-tuz-przy-metrze-ID3JpEQ.html;21.02148;secondary;0;0;0;full_ownership;440;1280000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;128;07.09.2018;.;2000;mokotów;warszawa;ksawerów;wielicka;True;55152400
.;.;tenement;.;praga-pó³noc;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;5 (z 5);.;52.251078;https://www.otodom.pl/oferta/2-poziomowy-apartament-w-odrestaurowanej-kamienicy-ID3K8W2.html;21.03537;secondary;0;1;0;full_ownership;407;1870850;PLN;ponad 14 dni temu;.;5;0;0;0;0;1;0;0;120.7;ponad 14 dni temu;wooden;1906;praga pó³noc;warszawa;.;.;False;55326384
.;.;.;.;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;.;52.32899;https://www.otodom.pl/oferta/mieszkanie-53-70-m-warszawa-ID3KPSY.html;21.00768;secondary;0;0;0;.;233;360000;PLN;30.08.2018;.;3;0;0;0;0;0;0;0;53.7;07.09.2018;.;.;bia³o³êka;warszawa;.;.;False;55491548
.;.;.;.;wola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 3);.;52.23338;https://www.otodom.pl/oferta/mieszkanie-51-87-m-warszawa-ID3LsA0.html;20.95718;secondary;0;0;0;.;93;485000;PLN;08.09.2018;.;3;0;0;0;0;0;0;0;51.87;08.09.2018;.;1968;wola;warszawa;m³ynów;.;False;55640288
.;.;tenement;to_renovation;ochota;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2 (z 4);urban;52.23614;https://www.otodom.pl/oferta/super-mieszkanie-w-przedwojennej-kamienicy-ID3JjPm.html;21.00817;secondary;0;0;0;.;608;455000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;53;01.09.2018;plastic;1936;ochota;warszawa;szczêœliwice;piotrkowska;True;55129988
7 Wrzeœnia 2018;reinforced_concrete;block;ready_to_use;bródno;0;1;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;2 (z 4);urban;52.296645815369004;https://www.otodom.pl/oferta/bezposrednio-urocze-male-2-pok-po-remoncie-ID3KEMg.html;21.04520486190185;secondary;1;1;1;cooperative_ownership_with_mortgage_register;1921;245000;PLN;27.08.2018;335 z³;2;0;1;0;1;1;0;0;27;07.09.2018;plastic;1972;targówek;warszawa;bródno;krasiczyñska;True;55448848
